food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,Total_Nutrition,Nutrition_Density,Protein_Ratio,Carbohydrate_Ratio,Fat_Ratio,Micronutrient_Sum,Nutrient_to_Calorie,Fiber_to_Sugar_Ratio,Saturated_Fat_Ratio,PCA1,PCA2,Cluster
crispy chicken sandwich,350,17.6,3.3,4.0,8.4,33.2,3.9,14.8,0.0,0.0,0.7,57.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.6,0.09,1.9,25.2,0.3,229.3,233.1,0.0,0.7,114.1,322.0,0.92,0.16914285714285715,0.37942857142857145,0.45257142857142857,258.3,0.738,0.0,0.18749999999999997,1.5824869660697305,1.3443742180966236,1
enchilada with cheese,374,25.3,11.5,6.4,3.8,21.2,3.6,15.4,2.6,57.5,0.7,71.8,0.7,0.3,0.081,0.073,0.036,0.3,0.9,1.3,0.2,0.8,0.0,1.8,0.0,430.2,0.2,0.9,39.7,0.2,367.2,191.8,0.03,65.6,429.79999999999995,1.1491978609625668,0.16470588235294117,0.22673796791443848,0.6088235294117648,368.9,0.9863636363636363,0.7222222222222222,0.45454545454545453,1.947688404398825,1.8850191695439382,2
pork egg roll,189,6.1,1.3,2.0,2.1,25.1,4.5,8.4,1.8,11.9,0.3,43.6,0.0,0.2,0.019,0.071,0.023,1.9,0.4,0.1,24.9,0.085,0.2,0.064,28.9,0.024,1.3,17.0,0.3,77.4,180.2,0.071,0.8,96.5,237.98499999999999,1.2591798941798942,0.17777777777777778,0.5312169312169313,0.29047619047619044,197.285,1.0438359788359788,0.4,0.21311475409836067,0.10245107971104413,0.5679797671275004,1
scrambled eggs,100,7.6,2.9,2.8,0.9,1.0,0.8,6.5,0.0,200.2,0.1,31.3,0.066,0.066,0.045,0.041,0.2,0.095,0.4,0.076,1.6,0.086,0.5,0.001,26.8,0.093,1.2,6.6,0.066,113.7,69.1,0.012,0.8,44.726,89.886,0.89886,0.26,0.04,0.6839999999999999,75.786,0.75786,0.0,0.3815789473684211,-0.10176225165132362,2.294112083084591,1
chicken egg roll,158,3.6,0.8,1.1,1.5,22.8,4.5,8.4,1.9,11.2,0.4,43.3,0.085,0.2,0.013,0.019,0.1,2.9,0.5,0.2,9.0,0.0,0.3,0.072,37.6,0.056,1.4,24.0,0.3,94.4,224.8,0.032,0.4,84.75,285.3,1.8056962025316456,0.21265822784810126,0.5772151898734177,0.2050632911392405,248.8,1.5746835443037976,0.4222222222222222,0.22222222222222224,-0.12224115006757469,0.1423662696244594,1
vegetable egg roll,153,3.6,0.6,1.0,1.7,25.0,5.3,5.2,2.2,0.0,0.4,42.5,0.0,0.2,0.04,0.014,0.1,1.6,0.3,0.1,10.7,0.0,0.4,0.099,35.9,0.082,1.5,20.3,0.4,64.7,195.0,0.005,0.4,84.1,251.0,1.6405228758169934,0.13594771241830067,0.6535947712418301,0.21176470588235294,215.3,1.4071895424836602,0.4150943396226416,0.16666666666666666,-0.2708568226922897,0.13122557104252378,1
biscuit with ham,386,18.4,11.4,4.8,1.0,43.8,2.2,13.4,0.8,24.9,1.1,32.1,0.05,0.5,0.003,0.0,0.3,3.5,0.4,0.1,0.1,0.08,1.4,0.089,160.5,0.054,2.7,22.6,0.4,553.7,196.6,0.011,1.6,239.732,294.48,0.7629015544041451,0.138860103626943,0.45388601036269427,0.42901554404145076,219.28,0.5680829015544041,0.36363636363636365,0.6195652173913044,1.5101937560083862,1.30829124679155,1
lemon chicken,1440,74.9,12.2,16.4,36.7,122.0,55.2,68.6,7.0,203.8,1.5,363.6,0.099,0.3,0.069,0.028,0.4,23.3,3.1,1.5,15.9,0.045,8.1,0.2,248.4,0.2,8.4,95.6,0.6,821.7,987.4,0.001,3.2,545.212,1345.945,0.9346840277777777,0.19055555555555553,0.3388888888888889,0.468125,1083.045,0.7521145833333334,0.12681159420289853,0.16288384512683576,11.430459382624392,0.6552847749957336,2
hummus,435,21.1,2.8,12.0,5.2,49.5,0.7,12.0,9.8,0.0,0.6,159.6,0.0,0.2,0.1,0.0,0.1,1.0,0.7,1.0,19.4,0.0,1.8,0.059,120.5,0.6,3.8,71.3,1.4,270.6,425.6,0.038,2.7,236.1,588.2,1.3521839080459772,0.1103448275862069,0.45517241379310347,0.43655172413793103,496.90000000000003,1.1422988505747127,14.000000000000002,0.13270142180094785,2.6418806553489422,0.2819214748597767,2
sweet sour pork,38,2.2,0.4,0.5,1.0,3.3,1.4,1.2,0.1,3.4,0.003,7.1,0.003,0.073,0.0,0.002,0.053,0.3,0.086,0.003,0.3,0.0,0.1,0.058,6.4,0.024,0.4,1.8,0.054,18.6,21.3,0.053,0.1,13.977,29.6,0.7789473684210527,0.12631578947368421,0.34736842105263155,0.5210526315789474,23.1,0.6078947368421053,0.07142857142857144,0.18181818181818182,-0.9170460887831048,1.6216724987383402,1
egg dinner roll,107,2.2,0.6,1.0,0.4,18.2,1.5,3.3,1.3,17.5,0.2,10.6,0.051,0.2,0.096,0.06,0.2,1.2,0.2,0.065,0.0,0.0,0.1,0.082,20.7,0.04,1.2,8.8,0.2,35.4,36.4,0.066,0.4,46.913,70.0,0.6542056074766355,0.1233644859813084,0.6803738317757009,0.18504672897196262,45.2,0.4224299065420561,0.8666666666666667,0.2727272727272727,-0.8230099092960883,0.4944242909948389,1
english muffin with egg cheese sausage,472,29.9,11.4,11.2,4.6,28.8,2.5,22.1,0.3,269.0,0.8,80.6,0.1,0.6,0.001,0.093,0.4,5.3,1.8,0.1,0.0,0.063,1.6,0.051,277.2,0.3,4.3,28.1,0.3,297.0,242.6,0.064,1.7,362.7,349.163,0.7397521186440679,0.18728813559322036,0.2440677966101695,0.5701271186440677,270.763,0.5736504237288135,0.12,0.38127090301003347,2.6625264008621814,2.121642063536994,2
omelet,94,7.1,2.0,3.0,1.7,0.4,0.2,6.4,0.0,190.9,0.013,46.4,0.4,0.1,0.006,0.041,0.055,0.2,0.09,0.8,0.003,0.0,0.098,0.8,0.05,29.3,0.07,0.9,6.7,0.031,101.9,71.4,0.03,14.377,116.30000000000001,1.2372340425531916,0.2723404255319149,0.01702127659574468,0.6797872340425531,102.80000000000001,1.0936170212765959,0.0,0.28169014084507044,-0.10634055933107317,2.2477382555377012,1
taco with chicken cheese lettuce,185,6.2,2.5,1.6,1.6,19.3,1.3,13.0,1.2,28.4,0.6,57.3,0.014,0.2,0.029,0.094,0.1,5.1,0.0,0.1,0.2,0.017,0.2,0.075,119.6,0.012,1.6,23.5,0.2,239.1,212.7,0.093,0.7,161.153,275.417,1.4887405405405405,0.2810810810810811,0.4172972972972973,0.30162162162162165,236.21699999999998,1.2768486486486486,0.923076923076923,0.4032258064516129,0.2511060631748363,0.6684404428543086,1
spinach souffle,230,17.6,10.1,5.0,1.0,8.0,2.5,10.7,1.0,160.5,0.8,96.2,0.2,0.1,0.025,0.061,0.4,0.7,0.6,0.1,9.9,0.063,1.3,0.2,224.4,0.093,1.6,40.8,0.4,189.0,314.2,0.01,1.2,273.4,390.863,1.699404347826087,0.18608695652173912,0.1391304347826087,0.688695652173913,355.063,1.5437521739130435,0.4,0.5738636363636362,1.1408353444132393,1.9314219200423313,1
english muffin with cheese sausage,365,22.3,8.8,8.5,3.4,27.3,2.1,14.3,0.5,46.4,0.7,41.0,0.074,0.5,0.046,0.042,0.2,4.6,0.8,0.096,0.0,0.085,0.6,0.01,226.8,0.3,3.4,22.7,0.3,181.4,193.3,0.036,1.3,294.696,278.885,0.7640684931506849,0.1567123287671233,0.2991780821917808,0.5498630136986302,216.085,0.592013698630137,0.23809523809523808,0.3946188340807175,1.7142557994835055,1.9036213991742197,2
biscuit with egg,436,25.3,8.5,11.7,2.8,35.4,2.5,17.4,0.3,240.7,1.2,62.3,0.1,0.4,0.1,0.002,0.4,3.4,0.9,0.2,0.1,0.027,1.5,0.037,149.4,0.077,2.3,21.8,0.3,526.4,190.0,0.007,1.6,230.3,287.927,0.6603830275229359,0.15963302752293576,0.3247706422018348,0.5222477064220183,211.827,0.48584174311926603,0.12,0.3359683794466403,2.1066219692111554,1.8850702866103783,2
french fries deep fried,222,10.5,1.7,4.2,3.8,29.4,0.2,2.4,2.7,0.0,0.1,27.4,0.063,0.0,0.1,0.002,0.0,0.008,2.1,0.4,0.3,3.3,0.0,1.2,0.075,12.8,0.038,0.6,24.9,0.2,88.8,411.1,0.019,45.364,136.9,0.6166666666666667,0.04324324324324324,0.5297297297297298,0.42567567567567566,92.7,0.4175675675675676,13.5,0.1619047619047619,0.21885371344111892,1.1162530219291928,1
sweet sour chicken,46,2.3,0.4,0.5,1.2,4.4,2.1,1.8,0.2,4.9,0.043,9.5,0.031,0.002,0.0,0.057,0.015,0.7,0.1,0.024,0.4,0.0,0.2,0.098,8.2,0.098,0.4,2.7,0.1,24.7,28.9,0.04,0.057,17.773,40.099999999999994,0.8717391304347825,0.1565217391304348,0.3826086956521739,0.45,31.599999999999998,0.6869565217391304,0.09523809523809523,0.1739130434782609,-0.8890470035930996,1.415671255820354,1
burrito with beans beef,460,18.0,7.0,7.8,1.4,47.0,5.3,27.8,7.2,62.7,1.4,144.6,0.096,0.4,0.2,0.088,0.3,5.3,0.8,0.5,4.6,0.059,1.1,0.022,216.9,0.3,4.6,60.3,0.6,392.8,648.3,0.031,4.8,326.183,806.8589999999999,1.754041304347826,0.24173913043478262,0.40869565217391307,0.3521739130434783,708.659,1.540563043478261,1.358490566037736,0.3888888888888889,2.8854491110660456,-0.014532043638322507,2
chili con carne,271,8.8,3.2,3.6,1.0,33.1,4.7,14.7,8.3,22.8,1.1,191.5,0.4,0.095,0.049,0.005,0.091,0.029,2.0,3.6,0.3,0.5,0.0,1.3,0.063,83.5,0.6,3.4,70.8,0.4,220.1,667.9,0.039,66.245,287.9,1.062361623616236,0.21697416974169742,0.48856088560885613,0.2922509225092251,224.0,0.8265682656826568,1.7659574468085106,0.36363636363636365,0.9401918592346556,0.2879912552325675,1
arroz con abichuelas,223,5.4,0.8,1.1,2.5,37.3,0.2,6.2,4.1,0.0,0.6,105.6,0.0,0.045,0.0,0.0,0.072,1.3,0.3,0.069,0.0,0.0,0.4,0.046,23.6,0.2,1.9,33.0,0.7,117.8,304.6,0.071,1.1,78.5,389.6,1.7470852017937222,0.11121076233183856,0.6690582959641255,0.2179372197309417,337.6,1.51390134529148,20.499999999999996,0.14814814814814814,0.2696601335915235,-0.26296854687762145,1
biscuit with sausage,412,27.1,8.2,13.5,3.4,33.3,1.8,10.7,0.4,31.1,0.9,36.4,0.0,0.4,0.078,0.012,0.2,3.8,0.5,0.031,0.0,0.044,0.9,0.035,52.2,0.3,2.1,14.4,0.2,378.5,169.8,0.012,0.8,125.8,253.74400000000003,0.6158834951456311,0.10388349514563106,0.3233009708737864,0.591990291262136,184.244,0.44719417475728157,0.22222222222222224,0.30258302583025826,1.9252346885609453,2.177676283217045,2
vegetarian stew,304,7.4,1.2,1.8,3.8,17.3,3.1,42.0,2.7,0.0,1.0,172.9,0.0,1.7,0.3,0.093,1.5,29.6,0.0,2.7,0.0,0.0,1.2,0.041,76.6,1.6,3.2,313.7,0.0,543.4,296.4,0.05,2.7,149.2,678.9,2.233223684210526,0.5526315789473685,0.22763157894736843,0.21907894736842107,610.0999999999999,2.006907894736842,0.8709677419354839,0.16216216216216214,3.066295220219131,-0.846767196910466,2
biscuit with egg ham,442,27.0,5.9,11.0,7.7,31.4,4.2,20.4,0.8,299.5,1.4,108.7,0.1,0.7,0.058,0.062,0.6,2.0,1.7,0.3,0.0,0.093,2.1,0.057,220.8,0.1,4.6,30.7,0.3,316.8,318.7,0.005,2.2,305.1,426.693,0.9653687782805429,0.1846153846153846,0.2841628959276018,0.5497737556561086,349.493,0.7907081447963801,0.19047619047619047,0.21851851851851853,2.593646562023593,1.7645003369773693,2
ladyfingers,103,2.6,0.9,1.1,0.4,16.9,7.2,3.0,0.3,62.5,0.016,5.5,0.0,0.096,0.078,0.05,0.1,0.6,0.3,0.077,1.0,0.033,0.2,0.002,13.3,0.063,1.0,3.4,0.063,49.0,32.0,0.037,0.3,38.1,58.033,0.5634271844660195,0.11650485436893204,0.6563106796116505,0.2271844660194175,35.433,0.3440097087378641,0.041666666666666664,0.34615384615384615,-0.8127004766300102,0.7022124216831064,1
mozzarella steak fried,102,5.9,2.2,1.5,1.6,7.7,0.7,4.6,0.6,10.2,0.2,11.8,0.023,0.025,0.097,0.045,0.088,0.3,0.1,0.018,0.0,0.096,0.3,0.071,107.9,0.02,0.2,6.8,0.052,99.8,35.7,0.094,0.6,126.963,60.79600000000001,0.5960392156862746,0.1803921568627451,0.30196078431372547,0.5205882352941177,42.596000000000004,0.41760784313725496,0.8571428571428572,0.3728813559322034,-0.3570954807207063,1.7007641037829666,1
tamale navajo,285,11.4,4.5,5.1,1.3,33.7,1.8,11.7,5.8,31.6,0.8,126.7,0.0,0.057,0.069,0.032,0.1,3.0,0.4,0.3,3.2,0.0,0.0,0.0,53.9,0.1,2.3,40.9,0.3,184.1,243.7,0.053,2.8,122.0,346.7,1.2164912280701754,0.16421052631578947,0.4729824561403509,0.36000000000000004,284.59999999999997,0.99859649122807,3.222222222222222,0.39473684210526316,1.119340430610067,0.5084614398913168,1
biscuit with egg bacon,458,31.1,8.0,13.4,7.5,28.6,3.3,17.0,0.8,352.5,1.3,70.0,0.082,0.1,0.038,0.04,0.2,2.4,1.2,0.1,2.7,0.066,2.0,0.098,189.0,0.1,3.7,24.0,0.3,238.5,250.5,0.059,1.6,272.958,349.866,0.7638995633187773,0.14847161572052403,0.2497816593886463,0.6111353711790394,274.566,0.5994890829694323,0.24242424242424246,0.2572347266881029,2.6668161696634396,2.223483610037476,2
pupusas con queso,300,15.5,7.6,4.0,1.8,26.2,1.4,13.7,3.4,37.4,0.5,58.9,0.1,0.099,0.0,0.066,0.1,0.6,0.4,0.2,0.0,0.0,0.5,0.073,380.3,0.081,0.7,42.1,0.1,317.1,140.4,0.07,2.2,439.9,239.2,0.7973333333333333,0.18266666666666664,0.34933333333333333,0.465,182.5,0.6083333333333333,2.428571428571429,0.49032258064516127,1.241001649969172,1.2472933141424496,1
chicken sandwich,468,20.9,4.0,8.4,5.9,39.1,6.8,30.4,2.6,65.5,1.4,91.5,0.077,0.03,0.4,0.1,0.053,0.6,14.4,0.6,0.7,1.5,0.031,4.5,0.012,108.5,0.2,3.3,44.9,0.5,346.0,458.2,0.064,94.051,441.2,0.9427350427350427,0.2598290598290598,0.3341880341880342,0.40192307692307694,350.8,0.7495726495726496,0.3823529411764706,0.19138755980861244,2.5810462000275276,1.1104265451211945,2
fried rice,228,3.2,0.7,0.8,1.3,43.4,0.6,6.5,1.5,32.2,0.6,85.4,0.076,0.052,0.076,0.0,0.088,0.9,0.0,0.066,0.0,0.059,0.2,0.081,19.6,0.1,1.0,14.0,0.6,77.0,123.2,0.062,1.1,75.203,191.459,0.8397324561403509,0.11403508771929824,0.7614035087719297,0.12631578947368421,137.25900000000001,0.6020131578947369,2.5,0.21874999999999997,-0.15704605215400566,0.014414393101123836,1
pupusas del cerdo,283,12.7,3.9,4.8,2.7,28.1,1.8,14.0,3.2,35.4,0.5,64.8,0.064,0.1,0.0,0.057,0.1,2.9,0.8,0.3,0.0,0.0,0.4,0.016,59.8,0.06,1.2,46.4,0.2,197.6,311.1,0.091,2.0,119.087,414.20000000000005,1.4636042402826857,0.1978798586572438,0.3971731448763251,0.403886925795053,357.5,1.2632508833922262,1.777777777777778,0.30708661417322836,1.2112070200373601,0.727994752584018,1
cheese croissant,331,16.7,8.5,5.2,1.9,37.6,9.1,7.4,2.1,45.6,0.3,16.8,0.2,0.4,0.025,0.068,0.3,1.7,0.7,0.064,0.2,0.0,1.2,0.022,42.4,0.018,1.7,19.2,0.3,104.0,105.6,0.027,0.8,108.3,187.5,0.5664652567975831,0.08942598187311179,0.454380664652568,0.4540785498489425,124.8,0.3770392749244713,0.23076923076923078,0.5089820359281437,1.1495792647347751,1.3901392756675408,1
poached egg,72,4.7,1.6,1.8,1.0,0.4,0.2,6.3,0.0,185.0,0.1,37.9,0.088,0.059,0.051,0.061,0.2,0.022,0.8,0.09,0.0,0.084,0.5,0.032,28.0,0.071,0.9,6.0,0.044,98.5,69.0,0.014,0.6,40.398,86.184,1.197,0.35,0.022222222222222223,0.5875,75.084,1.0428333333333333,0.0,0.3404255319148936,-0.3290852644640991,2.0062204691590964,1
pork tamale,247,12.8,3.8,4.6,2.9,22.4,0.7,10.4,3.4,28.4,0.7,93.8,0.037,0.045,0.0,0.045,0.05,1.8,0.5,0.2,0.0,0.0,0.8,0.033,106.5,0.043,1.2,36.9,0.3,170.4,215.8,0.048,1.7,156.766,300.2,1.2153846153846153,0.16842105263157894,0.36275303643724693,0.46639676113360323,252.70000000000002,1.0230769230769232,4.857142857142858,0.29687499999999994,0.9129934167350002,1.0650597818659424,1
nachos with cheese,274,17.2,1.7,11.2,4.0,27.9,1.7,3.5,2.6,2.4,0.3,29.9,0.044,0.09,0.065,0.041,0.006,0.1,0.5,0.9,0.2,0.9,0.0,3.3,0.05,50.4,0.029,0.6,33.6,0.2,158.4,289.6,0.068,51.581,210.8,0.7693430656934307,0.051094890510948905,0.40729927007299266,0.564963503649635,159.9,0.5835766423357664,1.5294117647058825,0.09883720930232558,0.9145394678922654,1.7175986177616718,1
pulled pork in barbecue sauce,418,11.0,3.5,4.5,1.9,46.7,37.8,32.8,3.0,87.2,1.7,151.9,0.0,0.4,0.042,0.067,0.3,7.5,2.0,0.6,0.5,0.064,2.2,0.099,109.6,0.2,3.1,54.8,0.2,400.9,759.5,0.049,4.6,206.7,906.764,2.169291866028708,0.31387559808612436,0.44688995215311006,0.23684210526315788,814.364,1.9482392344497608,0.07936507936507937,0.3181818181818182,2.7530905523313196,-0.5113591009081795,2
arroz con frijoles,220,5.6,1.1,1.3,2.3,35.6,1.3,6.8,5.0,0.0,0.6,95.6,0.0,0.2,0.0,0.0,0.024,1.5,0.4,0.071,0.0,0.0,0.7,0.096,54.0,0.2,2.3,38.0,0.6,127.0,327.0,0.069,1.1,109.3,417.1,1.895909090909091,0.12363636363636363,0.6472727272727273,0.2290909090909091,365.0,1.6590909090909092,3.846153846153846,0.19642857142857145,0.36803464870268615,-0.25068237236383245,1
taco with beef cheese lettuce,156,8.8,3.0,3.0,2.1,13.7,0.6,6.1,2.7,19.3,0.3,39.3,0.043,0.07,0.025,0.075,0.098,1.1,0.0,0.056,0.3,0.06,0.4,0.057,61.4,0.005,0.8,22.1,0.2,122.8,144.2,0.083,1.2,93.825,196.95999999999998,1.2625641025641023,0.1564102564102564,0.35128205128205126,0.5076923076923077,166.35999999999999,1.0664102564102562,4.500000000000001,0.3409090909090909,0.19198914646396475,1.2683673431105205,1
egg mix,30,2.2,0.8,0.8,0.4,0.098,0.091,2.4,0.0,81.5,0.012,0.1,0.078,0.092,0.091,0.085,0.069,0.093,0.073,0.3,0.034,0.0,0.049,0.2,0.078,12.2,0.055,0.4,1.7,0.015,31.5,27.0,0.043,4.876,36.398,1.2132666666666667,0.32,0.013066666666666667,0.66,31.9,1.0633333333333332,0.0,0.36363636363636365,-0.6970927817206212,2.134429296512047,1
hushpuppies,512,20.5,3.2,5.0,11.0,69.9,3.1,11.7,4.3,68.4,1.0,44.1,0.074,0.5,0.1,0.008,0.5,4.2,0.5,0.2,0.3,0.0,1.9,0.01,422.6,0.1,4.6,36.5,0.3,287.3,218.9,0.078,1.0,533.994,360.5,0.7041015625,0.09140625,0.54609375,0.3603515625,255.4,0.498828125,1.3870967741935483,0.15609756097560976,2.5123828789306626,0.6578864603300476,2
chicken pot pie,598,34.6,12.6,11.9,8.3,57.3,7.2,14.6,3.0,51.3,1.2,191.6,0.0,0.2,0.1,0.024,0.03,4.5,1.1,0.2,3.0,0.024,1.1,0.034,63.4,0.1,1.8,33.2,0.6,226.5,317.1,0.003,1.3,177.7,458.024,0.7659264214046823,0.09765886287625418,0.3832775919732441,0.5207357859531773,350.324,0.5858260869565217,0.41666666666666663,0.36416184971098264,3.472444446922008,1.664646834127734,2
general tsos chicken,1578,87.5,14.8,20.8,40.1,128.3,62.1,69.0,4.8,283.6,2.3,241.6,0.081,0.1,0.049,0.08,0.6,15.3,3.3,1.1,8.6,0.015,6.5,0.2,64.2,0.2,6.2,96.3,0.4,679.5,1075.4,0.065,7.0,368.673,1449.515,0.9185773130544994,0.17490494296577946,0.3252217997465146,0.4990494296577947,1171.7150000000001,0.7425316856780736,0.07729468599033816,0.16914285714285715,12.464112342416382,1.0587481841650466,2
burrito with beans cheese,379,11.2,4.3,2.3,4.1,57.8,3.2,13.6,7.8,9.3,1.0,98.4,0.033,0.4,0.2,0.081,0.2,3.7,0.0,0.2,0.7,0.02,1.0,0.02,229.4,0.3,4.4,62.9,0.8,301.6,482.9,0.04,1.6,324.946,635.7199999999999,1.6773614775725592,0.14353562005277046,0.6100263852242743,0.26596306068601583,545.8199999999999,1.4401583113456462,2.4375,0.38392857142857145,1.9023141401420494,-0.47514132275387283,1
vegetarian fillets,247,15.3,2.4,3.7,7.9,7.7,0.7,19.6,5.2,0.0,0.4,38.3,0.0,0.9,0.026,0.014,0.8,10.2,0.0,1.3,0.0,0.0,2.9,0.0,80.8,0.8,1.7,19.6,0.0,382.5,510.0,0.043,1.2,130.3,576.1,2.3323886639676115,0.3174089068825911,0.12469635627530365,0.5574898785425102,529.6,2.1441295546558705,7.42857142857143,0.1568627450980392,1.7018067392036416,1.0552958901584368,1
biscuit with egg sausage,505,33.6,10.4,16.2,4.8,34.1,1.5,18.0,0.3,260.8,1.1,72.1,0.071,0.5,0.035,0.083,0.4,4.0,1.5,0.1,0.0,0.047,1.5,0.042,82.6,0.4,3.1,21.1,0.2,505.4,241.4,0.002,1.5,171.757,346.347,0.6858356435643564,0.14257425742574256,0.2700990099009901,0.5988118811881189,262.547,0.5198950495049506,0.19999999999999998,0.30952380952380953,2.825753570352562,2.3216735081339017,2
chicken chow mein,513,16.9,3.0,3.7,7.4,50.1,10.5,40.8,6.0,96.6,1.9,489.3,0.093,0.2,0.0,0.092,0.1,8.9,1.6,1.1,12.1,0.0,2.6,0.1,126.8,0.2,4.0,66.4,0.6,326.2,749.0,0.086,1.9,256.797,926.4000000000001,1.8058479532163745,0.3181286549707602,0.3906432748538012,0.2964912280701754,815.4,1.5894736842105264,0.5714285714285714,0.1775147928994083,3.595322121595603,-0.3643764081046794,2
arroz con leche,369,9.3,4.8,2.6,1.1,63.0,38.6,8.1,1.3,20.2,0.3,170.5,0.0,0.088,0.0,0.062,0.2,0.8,1.3,0.018,0.0,0.0,0.5,0.0,227.7,0.03,0.6,27.8,0.3,210.0,359.3,0.006,1.3,310.0,468.0,1.2682926829268293,0.08780487804878048,0.6829268292682927,0.22682926829268293,387.1,1.0490514905149053,0.03367875647668394,0.5161290322580645,1.3184818343512512,-0.07250286961340806,1
caramel custard flan,444,12.3,5.5,3.9,1.2,69.7,70.8,13.9,0.0,275.4,0.2,208.2,0.1,0.092,0.036,0.05,0.6,0.3,1.6,0.1,0.0,0.0,0.7,0.081,254.0,0.053,1.2,27.5,0.021,293.8,361.1,0.05,1.4,351.2,482.80000000000007,1.0873873873873876,0.12522522522522522,0.627927927927928,0.24932432432432433,388.6,0.8752252252252253,0.0,0.44715447154471544,2.152240307360311,0.031567048362042084,1
chocolate milk dessert,229,1.4,0.8,0.5,0.084,51.6,51.6,5.9,0.0,0.0,0.1,76.7,0.0,0.039,0.013,0.076,0.4,0.1,0.0,0.074,1.0,0.0,0.0,0.0,211.0,0.1,0.02,61.7,0.0,168.5,456.2,0.053,0.6,270.99,576.784,2.518707423580786,0.10305676855895197,0.9013100436681223,0.055021834061135366,517.9,2.2615720524017466,0.0,0.5714285714285715,0.4971597594899482,-1.1858354815761447,1
chocolate mousse,338,24.0,13.7,7.5,1.3,24.1,22.2,6.2,0.9,210.0,0.081,94.4,0.2,0.058,0.03,0.099,0.3,0.2,0.8,0.022,0.2,0.0,0.8,0.044,144.0,0.1,0.8,30.0,0.023,175.5,214.5,0.047,1.0,200.4,298.2,0.8822485207100591,0.07337278106508877,0.285207100591716,0.6390532544378699,244.5,0.7233727810650887,0.04054054054054054,0.5708333333333333,1.693778554556268,2.0747082270303605,1
dulce de leche,60,1.4,0.9,0.4,0.063,10.5,9.5,1.3,0.0,5.5,0.036,5.5,0.094,0.011,0.044,0.008,0.094,0.015,0.2,0.074,0.5,0.04,0.087,0.008,47.7,0.059,0.001,4.2,0.076,36.7,66.5,0.058,0.2,61.415,83.903,1.3983833333333335,0.08666666666666667,0.7,0.21,70.74,1.1789999999999998,0.0,0.6428571428571429,-1.1222514462485267,0.4692896119317546,1
apple crisp,454,9.7,1.9,3.8,3.2,87.0,55.5,4.9,3.9,0.0,1.0,177.4,0.001,0.2,0.039,0.0,0.2,2.4,0.3,0.1,6.2,0.0,1.1,0.056,98.7,0.2,2.3,22.6,0.4,79.0,220.0,0.055,0.5,212.724,347.3,0.764977973568282,0.043171806167400885,0.7665198237885462,0.19229074889867842,242.6,0.5343612334801762,0.07027027027027027,0.1958762886597938,1.8258656799903694,-0.33183606905461177,1
spaghetti with meat sauce,255,2.9,1.0,0.9,0.9,43.1,7.4,14.3,5.1,17.0,0.7,220.2,0.0,0.3,0.1,0.077,3.8,0.5,0.2,0.2,15.3,0.0,1.4,0.002,50.9,0.4,3.5,42.5,0.6,138.7,407.5,0.061,1.4,135.1,515.3,2.02078431372549,0.2243137254901961,0.6760784313725491,0.10235294117647058,450.0,1.7647058823529411,0.6891891891891891,0.3448275862068966,0.6888332846212071,-0.7762776115294638,1
pasta with meatballs in tomato sauce,273,13.0,5.0,5.7,0.9,28.3,7.2,10.6,6.9,23.0,0.7,199.5,0.052,0.2,0.089,0.042,0.3,5.1,0.5,0.2,7.7,0.061,2.0,0.027,30.6,0.2,3.3,35.7,0.6,117.3,359.6,0.023,1.5,100.474,452.761,1.6584652014652015,0.15531135531135531,0.4146520146520147,0.42857142857142855,395.36100000000005,1.4482087912087913,0.9583333333333334,0.38461538461538464,1.2337897019973187,0.5288699785365946,1
cheese tortellini,332,7.8,3.9,2.2,0.5,50.8,1.0,14.6,2.1,45.4,0.4,32.9,0.079,0.3,0.051,0.038,0.3,2.9,0.0,0.015,0.0,0.0,0.2,0.087,164.2,0.053,1.6,22.7,0.0,229.0,96.1,0.064,1.1,241.181,192.89999999999998,0.5810240963855421,0.17590361445783131,0.6120481927710844,0.21144578313253012,118.8,0.3578313253012048,2.1,0.5,0.7528213836455311,0.37097988085809963,1
pasta with sliced franks in tomato sauce,227,6.0,2.5,2.5,1.0,32.0,8.0,11.0,4.0,22.7,0.7,197.1,0.054,0.2,0.1,0.031,0.2,2.9,0.6,0.2,9.6,0.07,1.9,0.072,151.2,0.3,2.3,35.3,0.3,108.4,481.3,0.02,1.3,216.154,569.6700000000001,2.5095594713656393,0.19383259911894274,0.5638766519823789,0.23788546255506607,516.67,2.276079295154185,0.5,0.4166666666666667,0.6573803270607665,-0.27696282037256215,1
